account_id,user_id,label,institution,description,currency,current_balance,status,category
acc_0278,user_0095,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,22951.09,active,savings
acc_0279,user_0096,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,16798.61,active,checking
acc_0280,user_0096,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,25431.04,active,savings
acc_0281,user_0096,Cash on Hand,,Physical cash,EGP,2928.73,active,cash
acc_0282,user_0096,Client Receivables,,Pending payments from clients,USD,8210.24,active,receivable
acc_0283,user_0097,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,4934.74,active,checking
acc_0284,user_0097,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,16475.18,active,savings
acc_0285,user_0097,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,471.86,active,wallet
acc_0286,user_0097,Client Receivables,,Pending payments from clients,EGP,2068.25,active,receivable
acc_0287,user_0098,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,3789.57,active,checking
acc_0288,user_0098,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,2822.25,active,wallet
acc_0289,user_0098,Cash on Hand,,Physical cash,EGP,1334.69,active,cash
acc_0290,user_0099,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,2336.53,active,checking
acc_0291,user_0099,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,18009.08,active,savings
acc_0292,user_0099,Cash on Hand,,Physical cash,EGP,1972.67,active,cash
acc_0293,user_0100,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,4980.39,active,checking
acc_0294,user_0100,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,14946.83,active,savings
acc_0295,user_0100,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,1531.03,active,wallet
acc_0296,user_0100,Cash on Hand,,Physical cash,EGP,1888.83,active,cash
acc_0297,user_0101,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,10623.4,active,checking
acc_0298,user_0101,Savings Account,CIB,Savings certificate or deposit account,EGP,49835.58,active,savings
acc_0299,user_0101,Client Receivables,,Pending payments from clients,USD,5003.89,active,receivable
acc_0300,user_0102,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,6560.11,active,checking
acc_0301,user_0102,Savings Account,CIB,Savings certificate or deposit account,EGP,30197.89,active,savings
acc_0302,user_0102,Cash on Hand,,Physical cash,EGP,1945.33,active,cash
acc_0303,user_0103,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,4302.42,active,checking
acc_0304,user_0103,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,14058.15,active,savings
acc_0305,user_0103,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,1443.49,active,wallet
acc_0306,user_0104,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,3523.84,active,checking
acc_0307,user_0105,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,4584.77,active,checking
acc_0308,user_0106,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,17996.49,active,checking
acc_0309,user_0106,Savings Account,CIB,Savings certificate or deposit account,EGP,62213.6,active,savings
acc_0310,user_0106,Cash on Hand,,Physical cash,EGP,2175.61,active,cash
acc_0311,user_0107,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,11599.85,active,checking
acc_0312,user_0107,Savings Account,CIB,Savings certificate or deposit account,EGP,49568.71,active,savings
acc_0313,user_0107,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,587.05,active,wallet
acc_0314,user_0108,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,8523.7,active,checking
acc_0315,user_0108,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,21068.63,active,savings
acc_0316,user_0109,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,15937.72,active,checking
acc_0317,user_0109,Savings Account,CIB,Savings certificate or deposit account,EGP,30744.12,active,savings
acc_0318,user_0109,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,2392.95,active,wallet
acc_0319,user_0110,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,13680.16,active,checking
acc_0320,user_0110,Savings Account,CIB,Savings certificate or deposit account,EGP,32772.97,active,savings
acc_0321,user_0110,Cash on Hand,,Physical cash,EGP,719.32,active,cash
acc_0322,user_0111,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,10222.86,active,checking
acc_0323,user_0111,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,4768.74,active,savings
acc_0324,user_0111,Etisalat Cash,Mobile Wallet,Mobile money wallet,EGP,1322.57,active,wallet
acc_0325,user_0112,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,8018.39,active,checking
acc_0326,user_0112,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,17662.01,active,savings
acc_0327,user_0112,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,1215.23,active,wallet
acc_0328,user_0113,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,8376.26,active,checking
acc_0329,user_0113,Savings Account,CIB,Savings certificate or deposit account,EGP,12303.7,active,savings
acc_0330,user_0113,Cash on Hand,,Physical cash,EGP,2859.89,active,cash
acc_0331,user_0113,Client Receivables,,Pending payments from clients,USD,7164.14,active,receivable
acc_0332,user_0114,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,16002.45,active,checking
acc_0333,user_0114,Cash on Hand,,Physical cash,EGP,1324.42,active,cash
acc_0334,user_0115,Main Bank Account,CIB,Primary checking account for daily transactions,EGP,10303.69,active,checking
acc_0335,user_0115,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,24394.65,active,savings
acc_0336,user_0115,Fawry Wallet,Mobile Wallet,Mobile money wallet,EGP,2834.74,active,wallet
acc_0337,user_0115,Investment Account,CI Capital,Stocks or mutual funds,EGP,34724.44,active,investment
acc_0338,user_0116,Main Bank Account,QNB,Primary checking account for daily transactions,EGP,22279.07,active,checking
acc_0339,user_0116,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,39068.61,active,savings
acc_0340,user_0116,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,773.43,active,wallet
acc_0341,user_0117,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,4414.95,active,checking
acc_0342,user_0117,Savings Account,Banque Misr,Savings certificate or deposit account,EGP,10816.06,active,savings
acc_0343,user_0117,Orange Cash,Mobile Wallet,Mobile money wallet,EGP,265.24,active,wallet
acc_0344,user_0118,Main Bank Account,National Bank of Egypt,Primary checking account for daily transactions,EGP,4055.89,active,checking
acc_0345,user_0118,Cash on Hand,,Physical cash,EGP,907.42,active,cash
acc_0346,user_0118,Investment Account,CI Capital,Stocks or mutual funds,EGP,45175.01,active,investment
acc_0347,user_0119,Main Bank Account,HSBC Egypt,Primary checking account for daily transactions,EGP,3351.6,active,checking
acc_0348,user_0119,Savings Account,National Bank of Egypt,Savings certificate or deposit account,EGP,33909.22,active,savings
acc_0349,user_0119,Vodafone Cash,Mobile Wallet,Mobile money wallet,EGP,1078.67,active,wallet
acc_0350,user_0120,Main Bank Account,Banque Misr,Primary checking account for daily transactions,EGP,11507.09,active,checking
